"id","gloss","stem","actual_phonology","model_phonology","type","language","num_morphemes","num_tokens","utterance_order","corpus_name","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_name","target_child_age","target_child_sex","media_start","media_end","media_unit","collection_name","collection_id","corpus_id","speaker_id","target_child_id","transcript_id","clean_utterances","bin","dont_pos","condensed_pos","do"
8476739,"that doesn't go in there","that do go in there","",NA,"declarative","eng",7,5,1258,"Manchester","pro:dem mod v prep n","MOT","Mother","Mother","Warren",33.526355777326,"male",NA,NA,NA,"Eng-UK",12,213,14980,14979,23694,"that doesn't go in there","33-34","pro:dem doesn't v prep n","n mod v prep n","doesn't"
8479048,"when we throw it doesn't it","when we throw it do it","",NA,"question","eng",8,6,443,"Thomas","conj pro:sub v pro:per mod pro:per","MOT","Mother","Mother","Thomas",24.4276063163515,"male",1375.459,1378.896,"s","Eng-UK",12,216,14994,14993,23733,"when we throw it doesn't it","24-25","conj pro:sub v pro:per doesn't pro:per","conj n v n mod n","doesn't"
8479596,"he doesn't like having a wash","he do like have a wash","",NA,"declarative","eng",9,6,397,"Thomas","pro:sub mod v part det:art n","MOT","Mother","Mother","Thomas",24.6247356208546,"male",968.88,970.726,"s","Eng-UK",12,216,14994,14993,23736,"he doesn't like having a wash","24-25","pro:sub doesn't v part det:art n","n mod v part det n","doesn't"
8480185,"it doesn't matter","it do matter","",NA,"declarative","eng",5,3,194,"Thomas","pro:per mod v","MOT","Mother","Mother","Thomas",24.8218649253578,"male",410.887,412.154,"s","Eng-UK",12,216,14994,14993,23740,"it doesn't matter","24-25","pro:per doesn't v","n mod v","doesn't"
8481474,"no it doesn't fit does it","no it do fit do it","",NA,"question","eng",10,6,625,"Thomas","co pro:per mod v mod pro:per","MOT","Mother","Mother","Thomas",24.3947514322676,"male",1175.833,1177.679,"s","Eng-UK",12,216,14994,14993,23732,"no it doesn't fit does it","24-25","co pro:per doesn't v does pro:per","no:co n mod v mod n","doesn't"
8482506,"it doesn't rattle now does it","it do rattle now do it","",NA,"question","eng",9,6,243,"Thomas","pro:per mod v adv mod pro:per","MOT","Mother","Mother","Thomas",24.8547198094417,"male",689.892,692.481,"s","Eng-UK",12,216,14994,14993,23741,"it doesn't rattle now does it","24-25","pro:per doesn't v adv does pro:per","n mod v adv mod n","doesn't"
8483269,"it doesn't matter","it do matter","",NA,"declarative","eng",5,3,666,"Thomas","pro:per mod v","MOT","Mother","Mother","Thomas",24.7561551571901,"male",1620.035,1621.498,"s","Eng-UK",12,216,14994,14993,23737,"it doesn't matter","24-25","pro:per doesn't v","n mod v","doesn't"
8487755,"well I hope it doesn't break","well I hope it do break","",NA,"declarative","eng",8,6,222,"Manchester","co pro:sub v pro:per mod v","MOT","Mother","Mother","Warren",32.3292059385203,"male",NA,NA,NA,"Eng-UK",12,213,14980,14979,23692,"well I hope it doesn't break","32-33","co pro:sub v pro:per doesn't v","co n v n mod v","doesn't"
8487842,"that one doesn't","that one do","",NA,"self interruption","eng",5,3,263,"Manchester","det:dem pro:indef mod","MOT","Mother","Mother","Warren",31.6905891291402,"male",NA,NA,NA,"Eng-UK",12,213,14980,14979,23691,"that one doesn't","31-32","det:dem pro:indef doesn't","det n mod","doesn't"
8488060,"so it doesn't matter if you pull it's legs off","so it do matter if you pull it leg off","",NA,"declarative","eng",14,10,976,"Thomas","co pro:per mod v conj pro:per v pro:per n adv","MOT","Mother","Mother","Thomas",24.6575905049385,"male",2651.569,2654.146,"s","Eng-UK",12,216,14994,14993,23738,"so it doesn't matter if you pull it's legs off","24-25","co pro:per doesn't v conj pro:per v pro:per n adv","co n mod v conj n v n n adv","doesn't"
8488121,"it doesn't work actually","it do work actual","",NA,"declarative","eng",8,4,715,"Thomas","pro:per mod v adv","MOT","Mother","Mother","Thomas",24.8547198094417,"male",1976.864,1977.654,"s","Eng-UK",12,216,14994,14993,23741,"it doesn't work actually","24-25","pro:per doesn't v adv","n mod v adv","doesn't"
8492736,"it looks like a strawberry one doesn't it","it look like a strawberry one do it","",NA,"question","eng",11,8,818,"Manchester","pro:per v prep det:art n det:num mod pro:per","MOT","Mother","Mother","Warren",32.3292059385203,"male",NA,NA,NA,"Eng-UK",12,213,14980,14979,23692,"it looks like a strawberry one doesn't it","32-33","pro:per v prep det:art n det:num doesn't pro:per","n v prep det n det mod n","doesn't"
8494276,"no it doesn't really does it","no it do real do it","",NA,"question","eng",11,6,1308,"Thomas","co pro:per mod adv mod pro:per","MOT","Mother","Mother","Thomas",24.6575905049385,"male",3364.466,3366.466,"s","Eng-UK",12,216,14994,14993,23738,"no it doesn't really does it","24-25","co pro:per doesn't adv does pro:per","no:co n mod adv mod n","doesn't"
8494650,"he thinks it's horrible and he doesn't even like smelling it","he think it horrible and he do even like smell it","",NA,"declarative","eng",16,11,1053,"Manchester","pro:sub v pro:per adj coord pro:sub mod adj co part pro:per","MOT","Mother","Mother","Warren",28.0005749604715,"male",NA,NA,NA,"Eng-UK",12,213,14980,14979,23678,"he thinks it's horrible and he doesn't even like smelling it","28-29","pro:sub v pro:per adj coord pro:sub doesn't adj co part pro:per","n v n adj coord n mod adj co part n","doesn't"
8496118,"she usually sits with her paws like that doesn't she","she usual sit with her paw like that do she","",NA,"question","eng",16,10,1417,"Thomas","pro:sub adv v prep det:poss n prep pro:dem mod pro:sub","MOT","Mother","Mother","Thomas",24.6575905049385,"male",3639.817,3642.857,"s","Eng-UK",12,216,14994,14993,23738,"she usually sits with her paws like that doesn't she","24-25","pro:sub adv v prep det:poss n prep pro:dem doesn't pro:sub","n adv v prep det n prep n mod n","doesn't"
8497311,"so when you press the tummy she doesn't say anything","so when you press the tum she do say anything","",NA,"declarative","eng",13,10,479,"Thomas","co conj pro:per v det:art n pro:sub mod v pro:indef","MOT","Mother","Mother","Thomas",25.2304975461508,"male",1220.634,1223.408,"s","Eng-UK",12,216,14994,14993,23748,"so when you press the tummy she doesn't say anything","25-26","co conj pro:per v det:art n pro:sub doesn't v pro:indef","co conj n v det n n mod v n","doesn't"
8498341,"it doesn't really fit on the back very well does it","it do real fit on the back very well do it","",NA,"question","eng",16,11,1297,"Manchester","pro:per mod adv n prep det:art n adv adv mod pro:per","MOT","Mother","Mother","Warren",31.6905891291402,"male",NA,NA,NA,"Eng-UK",12,213,14980,14979,23691,"it doesn't really fit on the back very well does it","31-32","pro:per doesn't adv n prep det:art n adv adv does pro:per","n mod adv n prep det n adv adv mod n","doesn't"
8500178,"would you like to do the poppers up so it doesn't fall off there","will you like to do the pop up so it do fall off there","",NA,"question","eng",20,14,1400,"Thomas","mod pro:per v inf v det:art n adv conj pro:per mod v prep n","MOT","Mother","Mother","Thomas",24.8547198094417,"male",3571.722,3576.238,"s","Eng-UK",12,216,14994,14993,23741,"would you like to do the poppers up so it doesn't fall off there","24-25","mod pro:per v inf do det:art n adv conj pro:per doesn't v prep n","mod n v inf v det n adv conj n mod v prep n","doesn't"
8500470,"she likes that doesn't she","she like that do she","",NA,"question","eng",8,5,95,"Thomas","pro:sub v adv mod pro:sub","MOT","Mother","Mother","Thomas",25.5590463869895,"male",274.732,276.323,"s","Eng-UK",12,216,14994,14993,23756,"she likes that doesn't she","25-26","pro:sub v adv doesn't pro:sub","n v adv mod n","doesn't"
8500642,"she doesn't smell","she do smell","",NA,"declarative","eng",5,3,213,"Thomas","pro:sub mod v","MOT","Mother","Mother","Thomas",25.3290621984024,"male",543.294,544.339,"s","Eng-UK",12,216,14994,14993,23751,"she doesn't smell","25-26","pro:sub doesn't v","n mod v","doesn't"
8501484,"it doesn't really make a mess knocking the box over Thomas","it do real make a mess knock the box over Thomas","",NA,"declarative","eng",16,11,363,"Thomas","pro:per mod adv v det:art n part det:art n adv n:prop","MOT","Mother","Mother","Thomas",25.2962073143186,"male",1342.187,1345.612,"s","Eng-UK",12,216,14994,14993,23750,"it doesn't really make a mess knocking the box over Thomas","25-26","pro:per doesn't adv v det:art n part det:art n adv n:prop","n mod adv v det n part det n adv n","doesn't"
8502134,"leave the lid so it doesn't come off the lid","leave the lid so it do come off the lid","",NA,"declarative","eng",12,10,758,"Thomas","v det:art n conj pro:per mod v prep det:art n","MOT","Mother","Mother","Thomas",25.2304975461508,"male",2017.666,2020.36,"s","Eng-UK",12,216,14994,14993,23748,"leave the lid so it doesn't come off the lid","25-26","v det:art n conj pro:per doesn't v prep det:art n","v det n conj n mod v prep det n","doesn't"
8502304,"she doesn't want","she do want","",NA,"trail off","eng",5,3,586,"Thomas","pro:sub mod v","MOT","Mother","Mother","Thomas",25.1647877779831,"male",1839.457,1840.189,"s","Eng-UK",12,216,14994,14993,23746,"she doesn't want","25-26","pro:sub doesn't v","n mod v","doesn't"
8502812,"it doesn't look very strong","it do look very strong","",NA,"declarative","eng",7,5,235,"Thomas","pro:per mod v adv adj","MOT","Mother","Mother","Thomas",25.5261915029056,"male",597.236,599.5,"s","Eng-UK",12,216,14994,14993,23755,"it doesn't look very strong","25-26","pro:per doesn't v adv adj","n mod v adv adj","doesn't"
8503177,"it doesn't matter if you throw these","it do matter if you throw these","",NA,"declarative","eng",9,7,933,"Thomas","pro:per mod n conj pro:per v det:dem","MOT","Mother","Mother","Thomas",25.0990780098154,"male",2468.251,2470.515,"s","Eng-UK",12,216,14994,14993,23744,"it doesn't matter if you throw these","25-26","pro:per doesn't n conj pro:per v det:dem","n mod n conj n v det","doesn't"
8503215,"yes when you rush up to her like that she doesn't like it","yes when you rush up to her like that she do like it","",NA,"declarative","eng",15,13,1016,"Thomas","co conj pro:per v adv prep pro:obj co adv pro:sub mod prep pro:per","MOT","Mother","Mother","Thomas",24.8875746935255,"male",2464.093,2466.694,"s","Eng-UK",12,216,14994,14993,23742,"yes when you rush up to her like that she doesn't like it","24-25","co conj pro:per v adv prep pro:obj co adv pro:sub doesn't prep pro:per","co conj n v adv prep n co adv n mod prep n","doesn't"
8503321,"it doesn't fit","it do fit","",NA,"declarative","eng",6,3,378,"Thomas","pro:per mod v","MOT","Mother","Mother","Thomas",25.3290621984024,"male",877.648,878.553,"s","Eng-UK",12,216,14994,14993,23751,"it doesn't fit","25-26","pro:per doesn't v","n mod v","doesn't"
8505008,"and I think Purdie wants to be your friend because she doesn't run away when you come down does she","and I think Purdie want to be your friend because she do run away when you come down do she","",NA,"question","eng",25,20,937,"Thomas","coord pro:sub v n:prop v inf cop det:poss n conj pro:sub mod part adv conj pro:per v adv v pro:sub","MOT","Mother","Mother","Thomas",25.197642662067,"male",2662.873,2671.233,"s","Eng-UK",12,216,14994,14993,23747,"and I think Purdie wants to be your friend because she doesn't run away when you come down does she","25-26","coord pro:sub v n:prop v inf cop det:poss n conj pro:sub doesn't part adv conj pro:per v adv does pro:sub","coord n v n v inf cop det n conj n mod part adv conj n v adv v n","doesn't"
8505009,"oh it doesn't like going that way does it","oh it do like go that way do it","",NA,"question","eng",13,9,374,"Thomas","co pro:per mod v n:gerund adv adv mod pro:per","MOT","Mother","Mother","Thomas",25.5590463869895,"male",1024.402,1026.747,"s","Eng-UK",12,216,14994,14993,23756,"oh it doesn't like going that way does it","25-26","co pro:per doesn't v n:gerund adv adv does pro:per","co n mod v n adv adv mod n","doesn't"
8505082,"but sometimes you just squeal and she doesn't like it","but sometimes you just squeal and she do like it","",NA,"declarative","eng",12,10,942,"Thomas","conj adv pro:per adj n coord pro:sub mod prep pro:per","MOT","Mother","Mother","Thomas",25.197642662067,"male",2675.593,2681.153,"s","Eng-UK",12,216,14994,14993,23747,"but sometimes you just squeal and she doesn't like it","25-26","conj adv pro:per adj n coord pro:sub doesn't prep pro:per","conj adv n adj n coord n mod prep n","doesn't"
8505178,"it doesn't like it that way does it","it do like it that way do it","",NA,"question","eng",11,8,384,"Thomas","pro:per mod v pro:per det:dem n mod pro:per","MOT","Mother","Mother","Thomas",25.5590463869895,"male",1046.757,1049.81,"s","Eng-UK",12,216,14994,14993,23756,"it doesn't like it that way does it","25-26","pro:per doesn't v pro:per det:dem n does pro:per","n mod v n det n mod n","doesn't"
8506721,"it doesn't matter if your fingers get sticky because we can give you a wipe can't we","it do matter if your finger get sticky because we can give you a wipe can we","",NA,"question","eng",21,17,984,"Thomas","pro:per mod v comp det:poss n v n conj pro:sub mod v pro:per det:art n mod pro:sub","MOT","Mother","Mother","Thomas",25.2633524302347,"male",2840.745,2844.449,"s","Eng-UK",12,216,14994,14993,23749,"it doesn't matter if your fingers get sticky because we can give you a wipe can't we","25-26","pro:per doesn't v comp det:poss n v n conj pro:sub mod v pro:per det:art n mod pro:sub","n mod v comp det n v n conj n mod v n det n mod n","doesn't"
8506943,"it doesn't matter","it do matter","",NA,"declarative","eng",5,3,997,"Thomas","pro:per mod v","MOT","Mother","Mother","Thomas",25.2633524302347,"male",2868.922,2869.549,"s","Eng-UK",12,216,14994,14993,23749,"it doesn't matter","25-26","pro:per doesn't v","n mod v","doesn't"
8507686,"she doesn't want anymore","she do want anymore","",NA,"declarative","eng",6,4,1129,"Thomas","pro:sub mod v adv","MOT","Mother","Mother","Thomas",25.2304975461508,"male",3062.95,3063.963,"s","Eng-UK",12,216,14994,14993,23748,"she doesn't want anymore","25-26","pro:sub doesn't v adv","n mod v adv","doesn't"
8507839,"she doesn't even want a kiss","she do even want a kiss","",NA,"declarative","eng",8,6,1140,"Thomas","pro:sub mod adv v det:art n","MOT","Mother","Mother","Thomas",25.2304975461508,"male",3087.59,3089.017,"s","Eng-UK",12,216,14994,14993,23748,"she doesn't even want a kiss","25-26","pro:sub doesn't adv v det:art n","n mod adv v det n","doesn't"
8509344,"that doesn't smell nice does it","that do smell nice do it","",NA,"question","eng",9,6,1339,"Thomas","pro:dem mod v adj mod pro:per","MOT","Mother","Mother","Thomas",25.0990780098154,"male",3579.508,3581.111,"s","Eng-UK",12,216,14994,14993,23744,"that doesn't smell nice does it","25-26","pro:dem doesn't v adj does pro:per","n mod v adj mod n","doesn't"
8511104,"and it doesn't look like we have","and it do look like we have","",NA,"declarative","eng",9,7,669,"Thomas","coord pro:per mod v conj pro:sub v","MOT","Mother","Mother","Thomas",25.5919012710733,"male",1460.884,1462.617,"s","Eng-UK",12,216,14994,14993,23757,"and it doesn't look like we have","25-26","coord pro:per doesn't v conj pro:sub v","coord n mod v conj n v","doesn't"
8511181,"it doesn't matter","it do matter","",NA,"declarative","eng",5,3,16,"Thomas","pro:per mod v","MOT","Mother","Mother","Thomas",25.9861598800797,"male",50.236,50.735,"s","Eng-UK",12,216,14994,14993,23765,"it doesn't matter","25-26","pro:per doesn't v","n mod v","doesn't"
8511474,"we might go in the garden this afternoon if it doesn't rain","we might go in the garden this afternoon if it do rain","",NA,"declarative","eng",14,12,849,"Thomas","pro:sub mod v prep det:art n det:dem n conj pro:per mod n","MOT","Mother","Mother","Thomas",25.4933366188217,"male",2291.525,2295.286,"s","Eng-UK",12,216,14994,14993,23754,"we might go in the garden this afternoon if it doesn't rain","25-26","pro:sub mod v prep det:art n det:dem n conj pro:per doesn't n","n mod v prep det n det n conj n mod n","doesn't"
8511822,"she doesn't like it when cats come into our garden does she","she do like it when cat come into our garden do she","",NA,"question","eng",16,12,1595,"Thomas","pro:sub mod v pro:per pro:int n v prep det:poss n v pro:sub","MOT","Mother","Mother","Thomas",24.8875746935255,"male",3945.87,3948.447,"s","Eng-UK",12,216,14994,14993,23742,"she doesn't like it when cats come into our garden does she","24-25","pro:sub doesn't v pro:per pro:int n v prep det:poss n does pro:sub","n mod v n n n v prep det n v n","doesn't"
8512102,"the thing is she doesn't run away does she","the thing be she do run away do she","",NA,"question","eng",14,9,1422,"Thomas","det:art n cop pro:sub mod part adv v pro:sub","MOT","Mother","Mother","Thomas",25.2304975461508,"male",3830.626,3833.006,"s","Eng-UK",12,216,14994,14993,23748,"the thing is she doesn't run away does she","25-26","det:art n cop pro:sub doesn't part adv does pro:sub","det n cop n mod part adv v n","doesn't"
8513035,"it doesn't take very long to cook","it do take very long to cook","",NA,"declarative","eng",9,7,778,"Thomas","pro:per mod v adv adj prep n","MOT","Mother","Mother","Thomas",25.5919012710733,"male",1720.235,1722.142,"s","Eng-UK",12,216,14994,14993,23757,"it doesn't take very long to cook","25-26","pro:per doesn't v adv adj prep n","n mod v adv adj prep n","doesn't"
8513077,"she wants some breakfast and she doesn't mind you sitting watching her quietly","she want some breakfast and she do mind you sit watch her quiet","",NA,"declarative","eng",20,13,1482,"Thomas","pro:sub v qn n coord pro:sub mod v pro:per part part pro:obj adv","MOT","Mother","Mother","Thomas",25.2304975461508,"male",3987.802,3992.481,"s","Eng-UK",12,216,14994,14993,23748,"she wants some breakfast and she doesn't mind you sitting watching her quietly","25-26","pro:sub v qn n coord pro:sub doesn't v pro:per part part pro:obj adv","n v qn n coord n mod v n part part n adv","doesn't"
8513095,"but she doesn't want you to touch her","but she do want you to touch her","",NA,"declarative","eng",10,8,1483,"Thomas","conj pro:sub mod v pro:per inf v pro:obj","MOT","Mother","Mother","Thomas",25.2304975461508,"male",3992.438,3995.092,"s","Eng-UK",12,216,14994,14993,23748,"but she doesn't want you to touch her","25-26","conj pro:sub doesn't v pro:per inf v pro:obj","conj n mod v n inf v n","doesn't"
8513777,"it doesn't smell as nice as when Mummy was a little girl","it do smell as nice as when Mummy be a little girl","",NA,"declarative","eng",16,12,937,"Thomas","pro:per mod n prep adj prep conj n:prop cop det:art adj n","MOT","Mother","Mother","Thomas",25.5590463869895,"male",2732.987,2735.379,"s","Eng-UK",12,216,14994,14993,23756,"it doesn't smell as nice as when Mummy was a little girl","25-26","pro:per doesn't n prep adj prep conj n:prop cop det:art adj n","n mod n prep adj prep conj n cop det adj n","doesn't"
8513924,"she doesn't wanna do any more talking Thomas","she do want do any more talk Thomas","",NA,"declarative","eng",12,8,170,"Thomas","pro:sub mod v v qn pro:indef part n:prop","MOT","Mother","Mother","Thomas",25.7233208074088,"male",353.148,355.424,"s","Eng-UK",12,216,14994,14993,23759,"she doesn't wanna do any more talking Thomas","25-26","pro:sub doesn't v do qn pro:indef part n:prop","n mod v v qn n part n","doesn't"
8513986,"she doesn't wanna talk anymore","she do want talk anymore","",NA,"declarative","eng",8,5,174,"Thomas","pro:sub mod v v adv","MOT","Mother","Mother","Thomas",25.7233208074088,"male",361.35,363.057,"s","Eng-UK",12,216,14994,14993,23759,"she doesn't wanna talk anymore","25-26","pro:sub doesn't v v adv","n mod v v adv","doesn't"
8515614,"she doesn't mind you going up the steps because you're very careful","she do mind you go up the step because you very careful","",NA,"declarative","eng",17,12,939,"Thomas","pro:sub mod v pro:per part prep det:art n conj pro:per adv co","MOT","Mother","Mother","Thomas",25.3619170824863,"male",2490.1,2493.467,"s","Eng-UK",12,216,14994,14993,23752,"she doesn't mind you going up the steps because you're very careful","25-26","pro:sub doesn't v pro:per part prep det:art n conj pro:per adv co","n mod v n part prep det n conj n adv co","doesn't"
8516065,"she doesn't look very comfortable Thomas","she do look very comfort Thomas","",NA,"declarative","eng",10,6,968,"Thomas","pro:sub mod v adv adj n:prop","MOT","Mother","Mother","Thomas",25.5919012710733,"male",2239.622,2241.716,"s","Eng-UK",12,216,14994,14993,23757,"she doesn't look very comfortable Thomas","25-26","pro:sub doesn't v adv adj n:prop","n mod v adv adj n","doesn't"
8516993,"it doesn't go with that one does it","it do go with that one do it","",NA,"question","eng",11,8,82,"Thomas","pro:per mod v prep det:dem pro:indef mod pro:per","MOT","Mother","Mother","Thomas",25.8218854596604,"male",206.355,208.026,"s","Eng-UK",12,216,14994,14993,23762,"it doesn't go with that one does it","25-26","pro:per doesn't v prep det:dem pro:indef does pro:per","n mod v prep det n mod n","doesn't"
8517266,"oh that doesn't sound pleasant at all does it","oh that do sound pleasant at all do it","",NA,"question","eng",12,9,1154,"Thomas","co pro:dem mod adj adj prep qn mod pro:per","MOT","Mother","Mother","Thomas",25.5590463869895,"male",3216.791,3219.589,"s","Eng-UK",12,216,14994,14993,23756,"oh that doesn't sound pleasant at all does it","25-26","co pro:dem doesn't adj adj prep qn does pro:per","co n mod adj adj prep qn mod n","doesn't"
8517281,"it doesn't go with that one does it","it do go with that one do it","",NA,"question","eng",11,8,105,"Thomas","pro:per mod v prep det:dem pro:indef mod pro:per","MOT","Mother","Mother","Thomas",25.8218854596604,"male",249.1,250.656,"s","Eng-UK",12,216,14994,14993,23762,"it doesn't go with that one does it","25-26","pro:per doesn't v prep det:dem pro:indef does pro:per","n mod v prep det n mod n","doesn't"
8517327,"it doesn't matter","it do matter","",NA,"declarative","eng",5,3,394,"Thomas","pro:per mod v","MOT","Mother","Mother","Thomas",25.7890305755765,"male",943.843,944.911,"s","Eng-UK",12,216,14994,14993,23761,"it doesn't matter","25-26","pro:per doesn't v","n mod v","doesn't"
8519232,"that doesn't go in","that do go in","",NA,"declarative","eng",6,4,1310,"Thomas","pro:dem mod v adv","MOT","Mother","Mother","Thomas",25.5261915029056,"male",3553.374,3553.966,"s","Eng-UK",12,216,14994,14993,23755,"that doesn't go in","25-26","pro:dem doesn't v adv","n mod v adv","doesn't"
8520145,"it doesn't actually show us a picture of pears","it do actual show us a picture of pear","",NA,"declarative","eng",14,9,456,"Thomas","pro:per mod adv v pro:obj det:art n prep n","MOT","Mother","Mother","Thomas",26.0005338918664,"male",1198.697,1200.439,"s","Eng-UK",12,216,14994,14993,23766,"it doesn't actually show us a picture of pears","26-27","pro:per doesn't adv v pro:obj det:art n prep n","n mod adv v n det n prep n","doesn't"
8520399,"no she doesn't seem to wanna go out Thomas","no she do seem to want go out Thomas","",NA,"declarative","eng",12,9,1237,"Thomas","co pro:sub mod cop inf v v adv n:prop","MOT","Mother","Mother","Thomas",25.3619170824863,"male",3241.183,3243.481,"s","Eng-UK",12,216,14994,14993,23752,"no she doesn't seem to wanna go out Thomas","25-26","co pro:sub doesn't cop inf v v adv n:prop","no:co n mod cop inf v v adv n","doesn't"
8520826,"if you go to sleep it doesn't matter because you've eaten","if you go to sleep it do matter because you eat","",NA,"declarative","eng",15,11,1265,"Thomas","conj pro:per v inf v pro:per mod v conj pro:per part","MOT","Mother","Mother","Thomas",25.3619170824863,"male",3346.959,3349.688,"s","Eng-UK",12,216,14994,14993,23752,"if you go to sleep it doesn't matter because you've eaten","25-26","conj pro:per v inf v pro:per doesn't v conj pro:per part","conj n v inf v n mod v conj n part","doesn't"
8526393,"so it doesn't make a noise anymore","so it do make a noise anymore","",NA,"declarative","eng",9,7,668,"Thomas","co pro:per mod v det:art n adv","MOT","Mother","Mother","Thomas",25.8218854596604,"male",1619.967,1621.836,"s","Eng-UK",12,216,14994,14993,23762,"so it doesn't make a noise anymore","25-26","co pro:per doesn't v det:art n adv","co n mod v det n adv","doesn't"
8526406,"usually when you press those buttons it makes all sorts of beeps and noises and rings but it doesn't today","usual when you press those button it make all sort of beep and noise and ring but it do today","",NA,"declarative","eng",30,20,669,"Thomas","adv conj pro:per v det:dem n pro:per v adv n prep n coord n coord n conj pro:per mod adv:tem","MOT","Mother","Mother","Thomas",25.8218854596604,"male",1621.778,1627.223,"s","Eng-UK",12,216,14994,14993,23762,"usually when you press those buttons it makes all sorts of beeps and noises and rings but it doesn't today","25-26","adv conj pro:per v det:dem n pro:per v adv n prep n coord n coord n conj pro:per doesn't adv:tem","adv conj n v det n n v adv n prep n coord n coord n conj n mod adv","doesn't"
8526453,"he carries all sorts around in that doesn't he","he carry all sort around in that do he","",NA,"question","eng",13,9,780,"Thomas","pro:sub v adv n adv prep adv mod pro:sub","MOT","Mother","Mother","Thomas",25.6904659233249,"male",1805.057,1807.309,"s","Eng-UK",12,216,14994,14993,23758,"he carries all sorts around in that doesn't he","25-26","pro:sub v adv n adv prep adv doesn't pro:sub","n v adv n adv prep adv mod n","doesn't"
8526817,"it doesn't matter","it do matter","",NA,"declarative","eng",5,3,383,"Thomas","pro:per mod v","MOT","Mother","Mother","Thomas",26.1319534282018,"male",1184.39,1185.365,"s","Eng-UK",12,216,14994,14993,23768,"it doesn't matter","26-27","pro:per doesn't v","n mod v","doesn't"
8526944,"when Mummy's putting you to bed at night she doesn't just throw you in does she","when Mummy put you to bed at night she do just throw you in do she","",NA,"question","eng",21,16,282,"Thomas","conj n:prop part pro:per prep n prep n pro:sub mod adv v pro:per prep v pro:sub","MOT","Mother","Mother","Thomas",26.3619376167888,"male",772.17,775.317,"s","Eng-UK",12,216,14994,14993,23773,"when Mummy's putting you to bed at night she doesn't just throw you in does she","26-27","conj n:prop part pro:per prep n prep n pro:sub doesn't adv v pro:per prep does pro:sub","conj n part n prep n prep n n mod adv v n prep v n","doesn't"
8528268,"she doesn't usually get chance to drink though because I'm too busy watching you running around outside","she do usual get chance to drink though because I too busy watch you run around outside","",NA,"declarative","eng",24,17,773,"Thomas","pro:sub mod adv v n inf v adv conj pro:sub adv adj part pro:per part adv adv","MOT","Mother","Mother","Thomas",25.8218854596604,"male",1890.969,1895.323,"s","Eng-UK",12,216,14994,14993,23762,"she doesn't usually get chance to drink though because I'm too busy watching you running around outside","25-26","pro:sub doesn't adv v n inf v adv conj pro:sub adv adj part pro:per part adv adv","n mod adv v n inf v adv conj n adv adj part n part adv adv","doesn't"
8528907,"watch it doesn't hit you on the head","watch it do hit you on the head","",NA,"declarative","eng",11,8,385,"Thomas","v pro:per mod v pro:per prep det:art n","MOT","Mother","Mother","Thomas",26.3947925008727,"male",947.542,950.166,"s","Eng-UK",12,216,14994,14993,23774,"watch it doesn't hit you on the head","26-27","v pro:per doesn't v pro:per prep det:art n","v n mod v n prep det n","doesn't"
8529897,"no it doesn't","no it do","",NA,"declarative","eng",5,3,859,"Thomas","co pro:per mod","MOT","Mother","Mother","Thomas",25.8218854596604,"male",2162.173,2163.021,"s","Eng-UK",12,216,14994,14993,23762,"no it doesn't","25-26","co pro:per doesn't","no:co n mod","doesn't"
8531622,"she doesn't","she do","",NA,"declarative","eng",4,2,1234,"Thomas","pro:sub mod","MOT","Mother","Mother","Thomas",25.9204501119119,"male",2706.912,2707.365,"s","Eng-UK",12,216,14994,14993,23763,"she doesn't","25-26","pro:sub doesn't","n mod","doesn't"
8532447,"she doesn't seem to mind","she do seem to mind","",NA,"declarative","eng",7,5,1277,"Thomas","pro:sub mod cop inf v","MOT","Mother","Mother","Thomas",25.9861598800797,"male",3464.6,3466.26,"s","Eng-UK",12,216,14994,14993,23765,"she doesn't seem to mind","25-26","pro:sub doesn't cop inf v","n mod cop inf v","doesn't"
8532909,"and it means she doesn't want you running after her","and it mean she do want you run after her","",NA,"declarative","eng",14,10,1124,"Thomas","coord pro:per v pro:sub mod v pro:per part prep pro:obj","MOT","Mother","Mother","Thomas",25.6904659233249,"male",2526.907,2529.147,"s","Eng-UK",12,216,14994,14993,23758,"and it means she doesn't want you running after her","25-26","coord pro:per v pro:sub doesn't v pro:per part prep pro:obj","coord n v n mod v n part prep n","doesn't"
8533092,"she doesn't wanna see you","she do want see you","",NA,"declarative","eng",8,5,1133,"Thomas","pro:sub mod v v pro:per","MOT","Mother","Mother","Thomas",25.6904659233249,"male",2542.695,2543.937,"s","Eng-UK",12,216,14994,14993,23758,"she doesn't wanna see you","25-26","pro:sub doesn't v v pro:per","n mod v v n","doesn't"
8533213,"she doesn't wanna do that does she","she do want do that do she","",NA,"question","eng",11,7,1139,"Thomas","pro:sub mod v v pro:dem v pro:sub","MOT","Mother","Mother","Thomas",25.6904659233249,"male",2551.793,2553.604,"s","Eng-UK",12,216,14994,14993,23758,"she doesn't wanna do that does she","25-26","pro:sub doesn't v do pro:dem does pro:sub","n mod v v n v n","doesn't"
