Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
learning	labeling	o	not	pro	yours	that	that	Mother	that 's not yours	33
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	33
learning	labeling	o	not	n	nose	that	that	Mother	no that 's not a nose	33
learning	labeling	o	not	n	book	that	that	Mother	Firstname that 's not our book	31
learning	labeling	o	not	n	cow	that	that	Mother	that 's not the daddy cow	31
learning	labeling	o	not	adj	fun	it	it	Father	it 's not funny	18
learning	labeling	o	not	adj	fun	it	it	Father	it 's not funny	18
learning	labeling	o	n't	adj	nice	NONE	NONE	Mother	is n't that nice of her	18
learning	labeling	o	not	n	noise	he	he	Mother	he 's not a neenah noise	52
learning	labeling	o	no	n	glove	he	he	Mother	he 's no gloves on	52
learning	labeling	o	n't	pro	one	it	it	Mother	it is n't the usual one	52
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure what it is	52
learning	labeling	o	n't	n	train	NONE	NONE	Target_Child	is n't that very big train coming now Mum	52
learning	labeling	o	not	pro	one	it	it	Target_Child	it 's not that one	52
learning	labeling	think	n't	n	bit	I	I	Mother	so now I 'm thinking perhaps that is n't the bit	52
learning	labeling	o	not	pro	one	it	it	Mother	it 's not that one	52
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure what they 're for	52
learning	labeling	o	not	adj	cross	I	I	Mother	I 'm not cross	52
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice is it	52
learning	labeling	o	not	adj	fun	it	it	Mother	it 's not funny	42
learning	labeling	o	n't	pro	her	ones	one	Target_Child	two ones we got is n't her	42
learning	labeling	be	n't	n	baby	he	he	Target_Child	he is n't he is n't my baby	42
learning	labeling	o	no	adj	just	it	it	Father	it 's no good just	42
learning	labeling	o	n't	adj	hungry	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore he was big fat caterpillar	49
learning	labeling	be	n't	n	caterpillar	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore he was big fat caterpillar	49
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure whether it 's going to be warm or cold because	53
learning	labeling	hope	not	adj	rust	I	I	Target_Child	cool I hope it 's not rusty	53
learning	labeling	well	not	n	doll	you	you	Mother	no well you 're not a doll are you	53
learning	labeling	get	not	adj	sure	you	you	Mother	actually the two you 've got I 'm not sure where they are	53
learning	labeling	o	not	n	tomato	that	that	Mother	that 's not a tomato	53
learning	labeling	o	n't	pro	it	it	it	Mother	no it was n't Monday it was Wednesday was n't it	53
learning	labeling	o	no	n	exception	one	one	Mother	and this one is no exception	53
learning	labeling	o	not	n	blue	it	it	Target_Child	it 's not just blue	53
learning	labeling	o	not	adj	nice	that	that	Mother	oh that 's not nice	53
learning	labeling	o	not	adj	Carla	they	they	Target_Child	no they 're not Carla's	36
learning	labeling	o	not	pro	it	that	that	Father	that 's not a seesaw is it	36
learning	labeling	o	not	n	hat	that	that	Mother	that 's not your hat	36
learning	labeling	o	not	pro	it	that	that	Father	that 's not a bird's nose is it	36
learning	labeling	o	not	n	frog	that	that	Father	that 's not a frog	36
learning	labeling	o	not	n	nose	that	that	Father	that 's not the right nose	36
learning	labeling	o	not	n	play	that	that	Father	that 's not how you play because you 'll lose the noses if you do that	36
learning	labeling	o	not	n	animal	I	I	Target_Child	I 'm not a animal	41
learning	labeling	o	not	n	animal	you	you	Father	you 're not an animal	41
learning	labeling	o	not	n	animal	you	you	Father	or you 're not an animal	41
learning	labeling	o	not	n	animal	I	I	Target_Child	I 'm not a animal	41
learning	labeling	say	no	n	arm	you	you	Father	and you said there was no more arm	41
learning	labeling	o	n't	adj	same	this	this	Target_Child	this is n't the same like I have	41
learning	labeling	o	n't	pro	that	NONE	NONE	Mother	is n't that amazing	41
learning	labeling	o	not	n	bottle	that	that	Mother	that 's not a bottle	16
learning	labeling	o	not	n	egg	that	that	Mother	that 's not an egg	16
learning	labeling	o	not	n	egg	that	that	Mother	that 's not an egg	16
learning	labeling	o	not	n	egg	that	that	Mother	that 's not an egg	16
learning	labeling	o	not	n	back	that	that	Mother	that 's not due back but I do n't know where this one is	30
learning	labeling	o	not	n	back	it	it	Mother	it 's not due back and he 's still watching it	30
learning	labeling	o	not	n	girl	you	you	Mother	no you 're not a girl	30
learning	labeling	o	not	n	plane	NONE	NONE	Mother	that is not a plane	30
learning	labeling	o	not	adj	nice	that	that	Mother	Violet that MULTI not nice	17
learning	labeling	o	not	n	snake	they	they	Mother	no they 're not snakes	17
learning	labeling	go	n't	adj	bad	I	I	Mother	thank God I went on the highway cause the highway was n't bad but the other roads were really bad	17
learning	labeling	be	n't	n	time	you	you	Mother	you 're like this is n't the time to be driving someone else's kid right now	17
learning	labeling	o	not	n	nursery	it	it	Mother	it 's not nursery	46
learning	labeling	o	not	pro	mine	that	that	Mother	well that 's not mine	46
learning	labeling	know	n't	pro	that	I	I	Mother	I know is n't that right like	46
learning	labeling	o	not	n	marble	it	it	Target_Child	it 's not a marble	66
learning	labeling	o	not	adj	polite	that	that	Mother	that 's not polite	20
learning	labeling	put	not	n	look	he	he	Mother	did he put any lotion on you because it 's not looking like that to me because your eczema	20
learning	labeling	o	n't	adj	hungry	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore	47
learning	labeling	be	n't	n	caterpillar	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore	47
learning	labeling	cow	not	n	thing	corn	corn	Mother	not I said the cow grinding corn 's not my thing	47
learning	labeling	o	not	n	baby	you	you	Mother	you 're not a baby	35
learning	labeling	o	n't	n	monster	this	this	Target_Child	this is n't the monster	35
learning	labeling	o	not	n	hat	it	it	Mother	it 's not a hat	35
learning	labeling	o	not	pro	they	they	they	Mother	they 're not very good pictures are they	35
learning	labeling	o	not	n	picture	it	it	Mother	it 's not the whole picture is it	35
learning	labeling	o	not	pro	yours	it	it	Mother	because it 's not yours	44
learning	labeling	o	not	n	round	it	it	Target_Child	it 's not a round like this	44
learning	labeling	o	no	n	shovel	that	that	Mother	that 's no shovel	44
learning	labeling	o	not	adj	big	you	you	Mother	then perhaps you 're not big enough to play with those if those are dangerous things	44
learning	labeling	o	not	n	boy	I	I	Mother	I 'm not a little boy	44
learning	labeling	o	not	adj	big	you	you	Mother	well then perhaps you 're not big enough to play with the tools honey	44
learning	labeling	o	not	adj	big	that	that	Mother	well that 's not really big enough for a tree	44
learning	labeling	o	not	adj	clean	it	it	Mother	it 's not clean	18
learning	labeling	o	n't	pro	that	NONE	NONE	Mother	is n't that cool	18
learning	labeling	o	not	n	Marky	that	that	Father	that 's not Marky	28
learning	labeling	o	n't	adj	sure	I	I	Father	I was n't sure	28
learning	labeling	want	not	adj	sure	I	I	Father	I want one too I 'm not sure	28
learning	labeling	o	n't	adj	sick	Marky	Marky	Father	and Marky was n't sick	28
learning	labeling	get	not	pro	that	we	we	Mother	so we got some at christmas but he 's not that into it at home	24
learning	labeling	love	not	adj	good	he	he	Mother	yeah he loves these but he ca n't eat them very much because they 're not good for him	24
learning	labeling	o	not	adj	super	he	he	Mother	he 's not super into books	24
learning	labeling	o	not	n	problem	it	it	Mother	so it 's not a problem is it	28
learning	labeling	o	n't	pro	it	NONE	NONE	Mother	that was n't very nice was it	28
learning	labeling	o	not	n	cog	they	they	Mother	they 're not cogs	28
learning	labeling	o	not	n	cog	they	they	Mother	they 're not cogs	28
learning	labeling	o	not	n	spanner	that	that	Mother	that 's not a spanner is it	28
learning	labeling	o	not	n	handbrake	it	it	Mother	it 's not the handbrake	28
learning	labeling	o	not	adj	nice	it	it	Mother	it 's not nice	28
learning	labeling	o	not	n	ghost	you	you	Mother	you 're not a ghost are you	28
learning	labeling	o	not	adj	damp	I	I	Target_Child	I 'm not damp Mummy	28
learning	labeling	o	not	pro	what	you	you	Mother	you 're not what	28
learning	labeling	o	not	n	afternoon	you	you	Mother	you 're not very talkative this afternoon are you	28
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not very nice is it	28
learning	labeling	o	not	adj	nice	that	that	Mother	well that 's not very nice is it	28
learning	labeling	o	not	adj	nice	that	that	Mother	oh that 's not very nice is it Aran	28
learning	labeling	o	not	adj	nice	that	that	Mother	well that 's not very nice of the tiger is it	28
learning	labeling	o	not	pro	what	you	you	Mother	you 're not what	28
learning	labeling	o	not	n	friend	you	you	Mother	you 're not friends with who	28
learning	labeling	o	no	n	use	it	it	Mother	so it 's no use saying you ca n't	28
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice is it	31
learning	labeling	o	not	n	say	it	it	Mother	it 's not nice saying that	31
learning	labeling	o	n't	n	house	it	it	Mother	it was n't actually Sue's house that the driver was going to	31
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	31
learning	labeling	o	not	n	ladder	that	that	Mother	that 's not a ladder	31
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice is it	31
learning	labeling	o	not	n	thing	that	that	Mother	that is not a nice thing to say Thomas	31
learning	labeling	o	not	n	trouser	these	these	Mother	these are not the trousers that you go out in	31
learning	labeling	o	not	pro	it	it	it	Mother	it 's not worth it	31
learning	labeling	o	n't	n	sticky	hands	hand	Mother	your hands are n't sticky	31
learning	labeling	o	n't	n	fault	it	it	Mother	it was n't Purdie's fault	31
learning	labeling	o	not	adj	fluff	it	it	Mother	it 's not fluffy like Purdie	31
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	31
learning	labeling	o	n't	adj	dry	they	they	Mother	they were n't dry enough earlier on when I was doing some ironing	31
learning	labeling	o	not	n	kite	it	it	Mother	it 's not a kite that 's the steam coming out_of the food out_of the cereal it 's so hot	22
learning	labeling	o	n't	n	right	it	it	Target_Child	and if it is n't right and you	55
learning	labeling	o	n't	adj	fun	NONE	NONE	Target_Child	that was n't very funny	55
learning	labeling	o	n't	adj	fun	NONE	NONE	Target_Child	that was n't very funny	55
learning	labeling	o	no	n	solid	he	he	Target_Child	and he was no longer solid	55
learning	labeling	think	not	n	louse	you	you	Target_Child	you do n't think it 's quite nice if you think it 's not a lice	55
learning	labeling	o	not	n	lunchtime	it	it	Target_Child	it 's not lunchtime	55
learning	labeling	o	not	pro	one	that	that	Father	Nomi that 's not one of the choices	40
learning	labeling	o	not	adj	clean	that	that	Mother	that 's not very clean	40
learning	labeling	o	not	adj	nice	it	it	Mother	and it 's not nice inside	37
learning	labeling	o	not	n	manner	it	it	Mother	it 's not good manners is it	37
learning	labeling	o	not	n	time	that	that	Mother	well that 's not the first time that as happened is it	37
learning	labeling	o	not	n	sweet	they	they	Mother	they 're not sweeties	37
learning	labeling	o	not	adj	blue	it	it	Mother	it 's not blue	37
learning	labeling	o	not	adj	orange	it	it	Mother	well it 's not orange	37
learning	labeling	o	n't	n	story	it	it	Mother	it was n't a story it was a prayer about bubbles	37
learning	labeling	mean	n't	adj	nice	I	I	Mother	I mean that food is n't really all that nice	37
learning	labeling	o	not	n	man	you	you	Mother	you 're not the man in the moon he cried staring at the smiling face	37
learning	labeling	o	not	n	Daddy	it	it	Mother	it 's not Daddy	30
learning	labeling	o	not	adj	dog	it	it	Mother	it 's not a doggy	30
learning	labeling	o	n't	adj	love	NONE	NONE	Mother	is n't that lovely	30
learning	labeling	o	n't	adj	love	NONE	NONE	Mother	oh is n't that lovely	30
learning	labeling	o	not	n	book	it	it	Mother	it 's not really a book	30
learning	labeling	o	not	n	pliers	it	it	Father	well it 's not really pliers	37
learning	labeling	o	n't	adj	great	glue	glue	Mother	this glue is n't so great	43
learning	labeling	o	n't	n	stamp	this	this	Mother	this is n't a stamp I 'll show	43
learning	labeling	o	not	adj	sure	we	we	Mother	we 're not sure we 're not sure what we 're doing but we 're selling the house we know that	43
learning	labeling	sure	not	adj	sure	we	we	Mother	we 're not sure we 're not sure what we 're doing but we 're selling the house we know that	43
learning	labeling	be	n't	adj	great	you	you	Mother	you 're good yeah it 's good because you know it 's it 's a double edged sword because the medication is n't great for you either right	43
learning	labeling	o	n't	adj	hungry	he	he	Mother	now he was n't hungry any more and he was n't a little caterpillar any more	48
learning	labeling	more	n't	n	caterpillar	he	he	Mother	now he was n't hungry any more and he was n't a little caterpillar any more	48
learning	labeling	o	n't	pro	more	he	he	Mother	now he was n't hungry any more but he was a	48
learning	labeling	o	not	n	school	it	it	Mother	oh well no it 's not like school	48
learning	labeling	o	not	n	lantern	it	it	Mother	it 's not a lantern said Rudolf	48
learning	labeling	o	n't	adj	difficult	NONE	NONE	Mother	that was n't so difficult was it	31
learning	labeling	o	n't	n	story	NONE	NONE	Target_Child	is n't that a nice story	39
learning	labeling	o	not	adj	sure	I	I	Father	I 'm not sure	39
learning	labeling	o	not	n	mess	that	that	Mother	Ross that 's not Marky's mess	39
learning	labeling	o	n't	n	nap	mommy	mommy	Target_Child	but my mommy was n't a good napper	39
learning	labeling	o	not	n	daddy	I	I	Father	no I 'm not daddy I 'm the big brother	39
learning	labeling	o	not	n	Daddy	it	it	Target_Child	it 's not enough Daddy	39
learning	labeling	o	not	n	nap	he	he	Target_Child	he 's not very good napper	39
learning	labeling	o	not	n	bump	that	that	Target_Child	that 's not a bump there	46
learning	labeling	o	not	adj	dumb	I	I	Father	I 'm not dumb	46
learning	labeling	o	not	adj	craze	he	he	Father	no he 's not crazy	46
learning	labeling	o	not	n	color	you	you	Father	no you 're not that color	46
learning	labeling	o	n't	n	Ernie	NONE	NONE	Father	is n't little Ernie bigger than big Ernie	46
learning	labeling	o	n't	pro	me	you	you	Target_Child	well you were n't me	52
learning	labeling	o	n't	adj	yuck	yours	yours	Mother	well tell her yours is n't yucky	23
learning	labeling	o	not	n	baby	that	that	Mother	that 's not a baby	39
learning	labeling	o	not	n	Daddy	that	that	Target_Child	that 's not Daddy	39
learning	labeling	o	not	n	book	it	it	Mother	it 's not his favorite book at home but we have read it to him you_know on more than one occasion	24
learning	labeling	o	n't	adj	usual	it	it	Mother	so it was n't unusual that he was tryin o put the socks on the doll or the shoes on the doll so	24
learning	labeling	o	not	n	stone	it	it	Target_Child	it 's not a stone it 's just my sock making my foot feel funny	69
learning	labeling	o	not	n	Vax	Joey	Joey	Father	of course it 's not the Joey here is not Joey Vax	69
learning	labeling	o	not	n	square	that	that	Mother	no that 's not a square	27
learning	labeling	o	not	adj	nutritious	bread	bread	Mother	but that bread 's not very nutritious	58
learning	labeling	o	n't	adj	love	NONE	NONE	Mother	oh is n't that lovely	19
learning	labeling	o	n't	adj	adore	NONE	NONE	Mother	is n't that adorable	19
learning	labeling	o	n't	n	baby	NONE	NONE	Mother	oh is n't that a pretty baby	19
learning	labeling	o	n't	pro	that	NONE	NONE	Mother	is n't that high	19
learning	labeling	o	n't	adj	love	NONE	NONE	Mother	is n't that lovely	19
learning	labeling	o	not	n	Danny	that	that	Mother	poor Danny that 's not Danny	19
learning	labeling	o	not	n	cow	that	that	Mother	no that 's not a cow	19
learning	labeling	o	not	adj	rust	that	that	Mother	no that 's not rusty the log burnt	31
learning	labeling	want	not	adj	thirst	I	I	Target_Child	it 's okay cause I do n't wan na drink it and I 'm not thirsty	31
learning	labeling	o	not	pro	it	that	that	Mother	that 's not much good is it	31
learning	labeling	o	not	n	jammydodger	that	that	Target_Child	that 's not jammydodger there	31
learning	labeling	o	not	n	jammydodger	that	that	Mother	that 's not a jammydodger	31
learning	labeling	o	not	pro	it	that	that	Mother	that 's not hoops is it	31
learning	labeling	o	not	adj	nice	that	that	Target_Child	that 's not very nice	31
learning	labeling	o	not	adj	pink	it	it	Mother	it 's not pink_pink	31
learning	labeling	o	not	adj	purple	it	it	Mother	it 's not purple either	31
learning	labeling	job	not	n	boat	it	it	Mother	it 's a good job it 's not a boat any more then else you 'd have been in the water	31
learning	labeling	o	not	n	coconut	it	it	Mother	it 's not a coconut	31
learning	labeling	o	n't	adj	hungry	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore he was a big fat caterpillar	51
learning	labeling	be	n't	n	caterpillar	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore he was a big fat caterpillar	51
learning	labeling	o	n't	n	letter	those	those	Mother	those are n't letters those are numbers	51
learning	labeling	o	n't	adj	quick	Paul	Paul	Target_Child	oh Paul was n't quick	51
learning	labeling	o	n't	n	win	Paul	Paul	Target_Child	Mom Paul was n't the winner I was	51
learning	labeling	o	n't	adj	quick	Paul	Paul	Mother	oh Paul was n't quick	51
learning	labeling	o	not	n	nighttime	it	it	Target_Child	it 's not nighttime	51
learning	labeling	o	n't	pro	yours	NONE	NONE	Mother	is n't this yours on the floor	51
learning	labeling	o	not	adj	hot	it	it	Mother	oh no I mean that he understands that sometimes his food is hot and sometimes it 's not hot	51
learning	labeling	o	n't	n	road	NONE	NONE	Mother	oh this is n't a road	51
learning	labeling	house	n't	n	highway	NONE	NONE	Mother	well this is a house this is n't a highway	51
learning	labeling	o	not	adj	strong	I	I	Target_Child	I 'm not strong enough Paul	51
learning	labeling	o	not	adj	strong	I	I	Target_Child	I 'm not strong enough for the bike and you Paul	51
learning	labeling	o	n't	n	win	Paul	Paul	Target_Child	Paul is n't the winner	51
learning	labeling	bird	not	adj	nice	NONE	NONE	Mother	are there any birds that are not nice	51
learning	labeling	bird	not	adj	nice	NONE	NONE	Mother	are there any birds that are not nice	51
learning	labeling	o	n't	n	lady	boy	boy	Target_Child	a boy is n't a lady	51
learning	labeling	o	n't	n	lady	boy	boy	Target_Child	a boy is n't a lady	51
learning	labeling	o	no	n	teach	I	I	Target_Child	I 'm no teacher	51
learning	labeling	o	not	n	bird	that	that	Target_Child	but that 's not little bird	51
learning	labeling	o	not	n	cake	that	that	Mother	that 's not a real tea cake	51
learning	labeling	o	not	n	roll	she	she	Mother	she 's not a very good roller	57
learning	labeling	o	not	n	get	I	I	Target_Child	no I 'm not gettin out of here cause I 'm the good Batman	44
learning	labeling	o	not	n	tiger	you	you	Mother	you 're not a tiger now	44
learning	labeling	o	not	n	monster	you	you	Mother	you 're not a monster when you 're eating	44
learning	labeling	o	not	pro	one	it	it	Mother	hope it 's not a real one	44
learning	labeling	o	not	adj	sick	she	she	Mother	she 's not sick	44
learning	labeling	o	not	n	policeman	you	you	Mother	you 're not a policeman are you	31
learning	labeling	o	not	n	boy	you	you	Mother	you 're not a small boy are you	31
learning	labeling	o	not	adj	wet	it	it	Mother	it 's not wet but the houses behind us all have frost on their roofs	31
learning	labeling	o	not	adj	blue	they	they	Mother	they 're not blue	31
learning	labeling	o	not	n	chip	they	they	Mother	well they 're not really chips Thomas	31
learning	labeling	get	not	adj	nice	they	they	Mother	they 've got to go in the rubbish bin because they 're not very nice to eat are they	31
learning	labeling	o	n't	pro	they	Smarties	Smarties	Mother	Smarties are n't for breakfast are they	31
learning	labeling	o	not	pro	they	they	they	Mother	they 're not actually bees are they	31
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	31
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure what you 're	31
learning	labeling	o	n't	adj	nice	NONE	NONE	Mother	that is n't nice	31
learning	labeling	o	not	adj	nice	it	it	Mother	it 's not nice	31
learning	labeling	she	not	n	girl	she	she	Mother	but she 's not really a little girl is she	31
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure what as happened to it	31
learning	labeling	o	no	adj	good	it	it	Mother	it 's no good	31
learning	labeling	o	not	n	jam	it	it	Mother	oh it 's not strawberry jam	31
learning	labeling	o	not	n	strawberry	it	it	Mother	it 's not a strawberry is it	31
learning	labeling	o	not	pro	me	it	it	Mother	it 's not me you 're smelling dear	38
learning	labeling	o	not	n	busdriver	she	she	Target_Child	because she is not the busdriver	41
learning	labeling	Jonathan	not	adj	hungry	he	he	Mother	he 's Jonathan and he 's not hungry	41
learning	labeling	o	not	adj	good	that	that	Mother	that 's not a good	29
learning	labeling	o	not	adj	real	that	that	Mother	that 's not real	53
learning	labeling	boy	not	n	baby	you	you	Mother	you 're a big boy you 're not a baby	18
learning	labeling	o	not	adj	hungry	it	it	Mother	it 's not hungry	18
learning	labeling	o	not	n	hat	it	it	Mother	well it 's not your hat	18
learning	labeling	o	n't	n	television	Uwww	Uwww	Mother	Uwww is n't that television broken	27
learning	labeling	o	n't	n	card	NONE	NONE	Mother	that was n't your card	27
learning	labeling	o	n't	adj	pink	lorry	lorry	Mother	the dustbin lorry is n't pink	32
learning	labeling	o	not	adj	Mummy	it	it	Target_Child	it 's not Mummy's	32
learning	labeling	o	not	n	Papa	that	that	Target_Child	that 's not my Papa	43
learning	labeling	o	not	n	car	that	that	Target_Child	that 's not his green car	43
learning	labeling	o	not	n	bag	that	that	Mother	that 's not the bag you go in is it	37
learning	labeling	o	not	adj	hot	they	they	Mother	they 're not hot now	37
learning	labeling	o	no	adj	different	they	they	Mother	they 're no different	37
learning	labeling	o	not	adj	dirt	it	it	Mother	no it 's not dirty	37
learning	labeling	o	n't	n	Adam	shoelace	shoelace	Mother	maybe that shoelace is n't very good Adam	50
learning	labeling	say	not	n	word	you	you	Mother	you must n't say that that 's not a nice word to use	50
learning	labeling	o	not	adj	nice	that	that	Mother	well that 's not very nice to do at all	50
learning	labeling	o	not	n	hammer	that	that	Mother	that 's not a hammer	50
learning	labeling	o	not	n	saw	that	that	Mother	that 's not a saw Adam	50
learning	labeling	o	not	n	tear	it	it	Mother	it 's not a tear	50
learning	labeling	o	n't	n	baby	you	you	Mother	you were n't a little baby	50
learning	labeling	o	not	n	book	it	it	Mother	it 's not Elspeth's book	26
learning	labeling	o	not	pro	yours	it	it	Child	it 's not yours	26
learning	labeling	o	not	adj	big	it	it	Target_Child	it 's not big	43
learning	labeling	o	not	adj	thirst	you	you	Target_Child	you 're not thirsty	43
learning	labeling	o	n't	adj	open	store	store	Father	the video store was n't open yet	46
learning	labeling	o	n't	n	Bear	it	it	Target_Child	no it was n't a Scare Bear	71
learning	labeling	o	n't	n	bear	it	it	Target_Child	it was n't a scare bear I was afraid of	71
learning	labeling	want	n't	adj	happy	he	he	Father	but your bus driver was n't happy he does n't want you to haf ta do that understand	71
learning	labeling	o	not	pro	one	Ross	Ross	Target_Child	Ross is not the only one who 's getting hungry cause I am the whole family is	71
learning	labeling	o	not	adj	hungry	I	I	Target_Child	I 'm not all hungry	71
learning	labeling	o	n't	adj	hungry	he	he	Mother	now he was n't hungry anymore and he	46
learning	labeling	o	n't	n	caterpillar	NONE	NONE	Mother	and was n't a little caterpillar anymore he was a big fat caterpillar	46
learning	labeling	do	not	adj	nice	it	it	Mother	do n't do that it 's not nice	46
learning	labeling	o	not	adj	bad	it	it	Mother	it 's not bad	36
learning	labeling	o	not	n	Awww	he	he	Target_Child	he 's not Awww	35
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	35
learning	labeling	o	n't	pro	it	it	it	Target_Child	it was n't the bang was it	35
learning	labeling	o	n't	n	shout	it	it	Target_Child	it was n't a shout either	35
learning	labeling	o	n't	pro	what	it	it	Mother	it was n't a what	35
learning	labeling	o	n't	n	shout	it	it	Target_Child	it was n't the shout either	35
learning	labeling	o	n't	n	shout	it	it	Target_Child	it was n't the shout	35
learning	labeling	be	not	adj	hot	it	it	Mother	when the radiator 's not hot it is cold	35
learning	labeling	o	not	n	car	he	he	Mother	he 's not a racing car is he	35
learning	labeling	o	n't	pro	it	it	it	Mother	well it was n't his fault was it	35
learning	labeling	o	n't	pro	it	it	it	Mother	cause it was n't his fault was it	35
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not very nice is it	35
learning	labeling	o	not	adj	fresh	that	that	Father	that 's not fresh	50
learning	labeling	o	n't	adj	fresh	it	it	Father	and if it is n't fresh	50
learning	labeling	o	not	n	cup	that	that	Target_Child	that 's not a cup	50
learning	labeling	o	no	n	cup	s	it	Target_Child	s MULTI no cup	50
learning	labeling	be	not	adj	same	these	these	Mother	these are similar but they 're not the same	26
learning	labeling	o	n't	n	toy	these	these	Mother	these are n't our toys at home	24
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure why there 's a string on it	24
learning	labeling	o	not	n	shoe	it	it	Target_Child	it 's not shoe	24
learning	labeling	o	not	n	way	that	that	Mother	that 's not the way to get them all off	37
learning	labeling	o	n't	adj	pretty	NONE	NONE	Mother	is n't that pretty Lara	37
learning	labeling	o	n't	pro	that	NONE	NONE	Father	is n't that right mum	37
learning	labeling	o	not	pro	me	it	it	Father	it 's not me	37
learning	labeling	put	not	adj	nice	we	we	Father	if you 're making a gun we 'll haf ta put the duplo away because it 's not nice to make guns	37
learning	labeling	o	not	pro	it	that	that	Target_Child	that 's not mummy and daddy is it	37
learning	labeling	o	not	n	gun	this	this	Target_Child	this is not a gun	37
learning	labeling	o	not	n	daddy	that	that	Target_Child	that 's not daddy	37
learning	labeling	o	not	pro	it	helicopter	helicopter	Mother	that helicopter 's not very good is it	37
learning	labeling	o	n't	adj	good	NONE	NONE	Mother	that was n't very good	37
learning	labeling	o	n't	n	cow	NONE	NONE	Target_Child	that is n't mummy cow	37
learning	labeling	be	not	adj	level	that	that	Mother	that 's cause the rug 's not level	48
learning	labeling	go	not	adj	good	it	it	Mother	it 's not gon na stand up cause the rug is not good	48
learning	labeling	o	not	pro	mine	this	this	Target_Child	this is not mine	44
learning	labeling	o	n't	adj	nice	NONE	NONE	Mother	that was n't very nice	44
learning	labeling	o	n't	adj	nice	NONE	NONE	Mother	that was n't very nice	44
learning	labeling	o	n't	adj	nice	NONE	NONE	Mother	that was n't very nice	44
learning	labeling	put	not	adj	dry	it	it	Mother	put it up there cause it 's not dry yet and you 're going to get completely and utterly filthy	30
learning	labeling	o	not	n	goat	that	that	Mother	that 's not a goat	27
learning	labeling	hope	n't	n	space	I	I	Mother	well I hope the van does n't wan na go on the plane to Malta because there is n't space for it	27
learning	labeling	o	not	adj	small	it	it	Target_Child	it 's not small	27
learning	labeling	o	not	pro	it	that	that	Mother	well that 's not a rhino is it	27
learning	labeling	o	not	adj	sure	I	I	Mother	well I 'm not sure that blobs of playdough like having rides on the back of cars driven by Grannys	27
learning	labeling	o	not	adj	red	it	it	Mother	it 's not red and blue	27
learning	labeling	o	n't	n	frame	Mummy	Mummy	Mother	Mummy is n't a climbing frame you know	27
learning	labeling	o	not	n	icecream	it	it	Mother	it 's not icecream	27
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure that I can make a horse with lego	27
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure that this is entirely successful child but	27
learning	labeling	o	not	n	bed	they	they	Mother	they 're not big boys beds like yours	27
learning	labeling	o	not	adj	sun	it	it	Target_Child	it 's not sunny outsi	57
learning	labeling	o	n't	n	do	they	they	Target_Child	well they were n't doing anything they were just walking	55
learning	labeling	o	n't	adj	pink	it	it	Target_Child	a no it was n't pink but it was yellow it was blue and it was it was	55
learning	labeling	o	n't	n	time	it	it	Father	it was n't a good time for him	55
learning	labeling	o	not	pro	it	it	it	Mother	it 's not lemonade is it	25
learning	labeling	o	not	adj	flat	it	it	Mother	it 's not very flat really anyway	25
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice is it	36
learning	labeling	o	not	n	thing	that	that	Mother	ah that 's not a nice thing to say	36
learning	labeling	o	not	adj	fun	it	it	Mother	oh it 's not funny Thomas	36
learning	labeling	look	not	adj	sure	I	I	Mother	I 'm looking at the calendar because I 'm not quite sure what date it is	36
learning	labeling	o	not	pro	she	she	she	Mother	she 's not very well is she	36
learning	labeling	o	not	adj	fun	it	it	Mother	it 's not funny	36
learning	labeling	o	not	adj	hungry	I	I	Target_Child	I 'm not hungry	36
learning	labeling	o	not	adj	hungry	you	you	Mother	you 're not hungry	36
learning	labeling	o	not	n	person	I	I	Mother	I 'm not sure how many people	36
learning	labeling	o	not	adj	sure	I	I	Mother	though I 'm not sure how comfortable it 'll be Thomas	36
