Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there	22
theory of mind	epistemic	know	n't	did	do	spokesman	spokesman	Father	a spokesman for senator Kennedy said yesterday he did n't know police were trying to talk to him about the rape	66
theory of mind	epistemic	remember	n't	could	could	I	I	Mother	and then when I was over there yesterday I could n't remember what part because I had read so much	66
theory of mind	epistemic	remember	n't	could	could	I	I	Mother	I could n't remember	66
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know I had big black ears	66
theory of mind	epistemic	know	n't	do	do	she	she	Mother	she has a gift for you I do n't know what it is but she said she 'll see us today	66
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know if they own it or not	66
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know if they own that	66
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know honey I did n't	66
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know though	66
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	66
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know sweetheart	66
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think but you can look	66
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where you put it honey	66
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know why she 's silly	57
theory of mind	epistemic	know	n't	did	do	you	you	Target_Child	you did n't know that	57
theory of mind	epistemic	know	n't	NONE	NONE	I	I	Target_Child	I o n't know	57
theory of mind	epistemic	know	n't	do	do	you	you	Target_Child	you do n't know how to do that	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how to make a flower	57
theory of mind	epistemic	know	n't	did	do	you	you	Target_Child	you did n't know if he 's a joke he the joke	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I I do n't know how to bathe my self	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how to take bathe myself	57
theory of mind	epistemic	know	n't	do	do	we	we	Target_Child	we knew we do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	57
theory of mind	epistemic	know	n't	do	do	you	you	Target_Child	now you do n't know it you ca n't reach me	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I 'm on my way to the restaurant you do n't know where my battery is	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know his name	57
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know how silly you look	57
theory of mind	epistemic	know	n't	do	do	they	they	Mother	they probably do n't know what you have in school	53
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	53
theory of mind	epistemic	remember	no	NONE	NONE	NONE	NONE	Mother	no remember	53
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it moves down sweetheart	30
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think this is a book	31
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know where the other one is	31
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know where did it go	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there are any more balls	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Father	I 'll get my glasses but I do n't know where they are	30
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know where it is honey	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	not	do	do	you	you	Mother	if you do not know what it means to be alright that 's okay because this book will tell you all about it	46
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if you want me to read the whole book	46
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know any older boys that 's just it	46
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she meant it	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know the rest	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know the rest	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you did	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they 'll all fit in	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they 'll all fit in	24
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember how to make a castle	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	and I do n't know if it 's	24
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I was like I did n't know you knew that	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what that is but my toes are right here	24
theory of mind	epistemic	know	n't	do	do	he	he	Mother	so he 's like ah I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	so I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know who do you think might be a winner	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know it 's too early to tell	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	hm I do n't know if he knows who Katie and Cody are	43
theory of mind	epistemic	know	not	does	do	Ryan	Ryan	Mother	now I was just thinking about something that Ryan probably does not know about and that is the other night you had that very interesting dream	43
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember who 's Sarah's daddy I think it was Casin or Jackson I do n't remember	43
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	you do n't remember who 's Sarah's daddy I think it was Casin or Jackson I do n't remember	43
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you know I do n't think we 've seen Ryan since we 've been since you and I and daddy went to the Nature Class	43
theory of mind	epistemic	think	n't	do	do	it	it	Mother	you do n't think it will be a day when you go to school	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	whoa I should move I do n't know if I wan na be by that	43
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 'd want that	43
theory of mind	epistemic	know	n't	do	do	you	you	Mother	hm you were small then so I do n't know if you remember much about going on that trip you were only two	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why did you scream	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why was the daddy hiding in the cushions	43
theory of mind	epistemic	know	n't	does	do	Ryan	Ryan	Mother	Ryan does n't know how the song goes the shape man song	43
theory of mind	epistemic	know	not	did	do	I	I	Mother	oh I did not know you remembered that	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it wanted to crash	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know I 'm not even sure it was going today	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	remember	no	NONE	NONE	NONE	NONE	Mother	no remember what she said	43
theory of mind	epistemic	know	n't	do	do	he	he	Mother	I do n't know then I think he could throw them pretty far though he probably wo n't throw em on the ice	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know what it 's about	48
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think so	48
theory of mind	epistemic	know	n't	did	do	I	I	Father	I did n't know that	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know let 's see what 's in here	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	48
theory of mind	epistemic	think	n't	do	do	I	I	Father	well I do n't think we 're ready for that yet	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know where these pieces of wood came from	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	hm I do n't know what this where that goes	48
theory of mind	epistemic	think	n't	do	do	I	I	Father	well I do n't think it matters which but I forget what was holding the wheel in place	48
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know where that one goes hey	48
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think so	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	beep beep I do n't know how we 're gon na get this thing back together	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know either	48
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	48
theory of mind	epistemic	remember	n't	did	do	we	we	Father	we did n't remember	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know wha	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know Daddy	48
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where his tail is	24
theory of mind	epistemic	think	n't	do	do	think	think	Mother	I do n't think it will fit you	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that one will go in the back	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're on about	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you can rub as hard as that	28
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think Mummy can either	28
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think the table wants washing	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you can get these on because they 're a bit tight are n't they these leggings	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there 's a page Nicole that you have n't drawn on	28
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know what you call those really	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it went sweetie	15
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where the key went	15
theory of mind	epistemic	know	n't	do	do	I	I	Mother	more hats I do n't know if we have more hats	15
theory of mind	epistemic	know	n't	do	do	you	you	Mother	what do you mean you do n't know	66
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	they 're I do n't know	66
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	66
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know I ca n't remember	66
theory of mind	epistemic	remember	n't	ca	can	I	I	Target_Child	I do n't know I ca n't remember	66
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	66
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know you can watch	40
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	40
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	40
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how to use my hockey stick	40
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	yeah I did n't know how to make that	40
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	I did n't know how to make that with mine kind of clay	40
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	cept I do n't think you do	40
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	because I do n't know	40
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it is	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what car you mean anyways	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	27
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know Pat_the_Cat	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it is	33
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think that 'll work will it	33
theory of mind	epistemic	know	n't	do	do	he	he	Mother	he says I do n't know either	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it was her who put her foot in my house	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whose that red beaker could be	33
theory of mind	epistemic	think	n't	do	do	men	man	Mother	the men do n't think it 's yours	33
theory of mind	epistemic	think	n't	do	do	they	they	Mother	because they do n't think you 're going to cause any trouble any more	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	because I do n't think they 'll all fit	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there 's another blue one	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't need green ones do I I do n't think for this	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Daddy 'll be back until late	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what she had for supper last night	53
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	53
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	53
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you have seven	53
theory of mind	epistemic	remember	n't	do	do	I	I	Target_Child	I do n't remember	53
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	53
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know	53
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know perhaps she 's busy doing something else	37
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember I think it 's the other side is n't it	37
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know how bout we set it like that	37
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think he eat with bunny	37
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it is	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where the hammer is	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think they like raisins	24
theory of mind	epistemic	know	n't	does	do	he	he	Mother	he does n't know what notice means	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	39
theory of mind	epistemic	know	n't	NONE	NONE	we	we	Mother	then we wo n't know it 's there	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know either	39
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Mother	ca n't remember where	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you should play with these	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	you keep telling me to come on and I do n't know what I 'm spos ta be doing	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what though	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	39
theory of mind	epistemic	know	n't	do	do	you	you	Mother	turn them upside down so you do n't know what they are	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you should be pulling the wool off the sheep	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Amy 's going to have a sleep today is she	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she likes that sweetheart	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know really	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where to put Amy to stop her getting to everything	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she can get off there	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we throw mummy's toys around do we	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	show me I do n't know	57
theory of mind	epistemic	think	n't	do	do	it	it	Target_Child	it wo n't burn the table down I do n't think	57
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if it 'll fit over your head now	57
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know why they were on the couch like that	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	45
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what 'd you do with it	45
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where it is	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I can do it Aran	30
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where they are	30
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know where it is	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where them go	30
theory of mind	epistemic	know	n't	does	do	NONE	NONE	Mother	well for somebody who does n't know you 've done very well	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where it is	30
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know where it is	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think it 's quite a nose	30
theory of mind	epistemic	know	n't	do	do	you	you	Mother	well if you do n't know which one it is it 's not that serious is it	30
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think pigs eat meat and bones	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know what you did with them	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think horses eat bones darling	30
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what he 's doing	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know anyone can be that	72
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Father	oh I do n't know	14
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	14
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where he gets the	14
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where he gets the word badji	14
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think you want any apple juice now	14
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	14
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know ask her	32
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so we 've never talked about it	32
theory of mind	epistemic	know	n't	did	do	mommy	mommy	Mother	mommy did n't know the answer	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if you know what that 's called	32
theory of mind	epistemic	think	n't	did	do	mommy	mommy	Mother	mommy did n't think it was moving and you knew it was	32
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's had enough time to listen to us	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	Child I bet you do n't know what this is called over here	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I bet you do n't know what this is called	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know I thought it would be a nice place to put them	32
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know Mummy	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know either	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	help Mama fold this board up because I do n't know how to fold it	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why it 's a funny face is n't it	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what that is it 's a piece of bread dough that must of coming off come off your toes or clothing	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	here 's a fish I do n't think kangaroos eat fish	31
theory of mind	epistemic	remember	n't	did	do	I	I	Mother	I guess I did n't remember that	31
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know if we have any Diet Coke	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know which one you like	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what kind of trees those are	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she 's bothered about the van now	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	but I do n't think she 's bothered	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I was going to take you to the shops later but I do n't think I 'll bother	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	in real life I do n't think it would	34
theory of mind	epistemic	think	n't	had	have	you	you	Mother	you had n't thought of that did you	34
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know where the other ones	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there 's actually a bee in your mouth Thomas	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether to believe you Thomas	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 've seen Pippin actually for a few days have you	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I 've ate any toast today	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know who she is but she walks past every morning does n't she	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether you 're saying board books or board box or	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she as caught a bird	28
theory of mind	epistemic	think	n't	ca	can	I	I	Mother	I ca n't think what would have been in that	28
theory of mind	epistemic	think	n't	ca	can	I	I	Mother	now I ca n't think what would have been in there to start with	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you can play with that because that 's the thermometer	28
theory of mind	epistemic	know	n't	do	do	we	we	Mother	why we 've kept those I do n't know	28
theory of mind	epistemic	know	n't	does	do	he	he	Mother	he does n't know how to stand up yet	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where your Chuffy book is	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if there 's an eagle	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there is another pig	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they come apart	24
